fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
10.5,0.26,6,24,0.9976,3.18,1.04
10.5,0.24000000000000002,6,22,0.9976,3.21,1.05
10.2,0.49,10,26,0.9968,3.16,0.7799999999999999
10.4,0.24000000000000002,6,21,0.9976,3.25,1.02
11.2,0.6699999999999999,6,13,1,3.17,0.71
10,0.59,26,62,0.9994,3.18,0.63
13.3,0.29000000000000004,23,43,0.9986,3.04,0.6799999999999999
12.4,0.42000000000000004,19,43,0.9978,3.02,0.61
10,0.59,26,62,0.9994,3.18,0.63
10.7,0.4,15,49,0.998,3.03,0.81
10.5,0.51,6,15,0.9973,3.09,0.6599999999999999
10.5,0.51,6,15,0.9973,3.09,0.6599999999999999
8.5,0.655,34,151,1.001,3.3099999999999996,1.1400000000000001
12.5,0.6,5,14,1.001,3.25,0.74
10.4,0.61,5,16,0.9994,3.16,0.63
10.9,0.21000000000000002,11,32,0.9972,3.22,0.6799999999999999
7.3,0.365,39,106,0.9966,3.36,0.7799999999999999
9.8,0.25,15,33,0.9982,3.42,0.9
7.6,0.41000000000000003,16,43,0.998,3.48,0.64
8.2,0.39,47,133,0.9979,3.38,0.99
9.3,0.4,38,142,0.9978,3.22,0.55
9.2,0.43000000000000005,23,116,0.9976,3.23,0.64
10.4,0.64,29,53,0.9998,3.24,0.6699999999999999
7.3,0.365,39,106,0.9966,3.36,0.7799999999999999
7,0.38,33,85,0.9962,3.3899999999999997,0.77
8.2,0.42000000000000004,32,55,0.9988,3.34,0.75
9.9,0.63,6,33,0.9974,3.09,0.5700000000000001
9.1,0.22,1,28,0.999,3.4099999999999997,0.8700000000000001
11.9,0.38,12,42,1.0004,3.16,0.61
11.9,0.38,12,42,1.0004,3.16,0.61
10.3,0.27,15,33,0.9956,3.22,0.6599999999999999
10,0.48000000000000004,13,32,1,3.2800000000000002,0.56
9.1,0.22,1,28,0.999,3.4099999999999997,0.8700000000000001
9.9,0.63,6,33,0.9974,3.09,0.5700000000000001
8.1,0.8250000000000001,5,13,0.9972,3.3699999999999997,0.77
12.9,0.35,5,35,1.0013999999999998,3.2,0.6599999999999999
11.2,0.5,5,17,0.9996,3.22,0.62
9.2,0.59,20,47,0.9988,3.2600000000000002,0.6699999999999999
9.5,0.46,5,17,0.9988,3.21,0.73
9.3,0.715,5,20,0.9966,3.12,0.59
11.2,0.6599999999999999,16,53,0.9993,3.06,0.72
14.3,0.31,6,15,1.0008,2.86,0.7899999999999999
9.1,0.47000000000000003,38,106,0.9982,3.08,0.59
7.5,0.55,10,28,0.9983,3.4499999999999997,0.7799999999999999
10.6,0.31,6,21,0.9987,3.2600000000000002,0.8600000000000001
12.4,0.35,27,69,0.9994,3.12,0.75
9,0.53,6,25,0.9974999999999999,3.27,0.61
6.8,0.51,9,25,0.9958,3.3299999999999996,0.56
9.4,0.43000000000000005,14,45,0.998,3.19,0.73
9.5,0.46,14,44,0.998,3.12,0.74
5,1.04,32,96,0.9934,3.74,0.62
10.9,0.53,10,17,1.0002,3.07,0.56
10.9,0.53,10,17,1.0002,3.07,0.56
13,0.47000000000000003,6,47,1.0021,3.3,0.6799999999999999
12.7,0.6,5,19,0.9994,3.14,0.5700000000000001
9,0.44,26,121,0.9978,3.23,0.58
9,0.54,41,110,0.9982,3.08,0.61
7.6,0.29000000000000004,25,60,0.9971,3.3099999999999996,0.61
13,0.47000000000000003,6,47,1.0021,3.3,0.6799999999999999
12.7,0.6,5,19,0.9994,3.14,0.5700000000000001
8.7,0.7,5,15,0.9991,3.32,0.6
8.7,0.7,5,15,0.9991,3.32,0.6
9.8,0.5,5,20,0.999,3.3099999999999996,0.7899999999999999
6.2,0.36,19,42,0.9946,3.57,0.5700000000000001
11.5,0.35,10,37,1.0003,3.32,0.91
6.2,0.36,19,42,0.9946,3.57,0.5700000000000001
10.2,0.24000000000000002,10,28,0.9978,3.14,0.61
10.5,0.59,14,47,0.9991,3.3,0.56
10.6,0.33999999999999997,20,78,0.9992,3.19,0.7
12.3,0.27,28,46,0.9993,3.2,0.8
9.9,0.5,6,14,0.9978,3.34,0.52
8.8,0.44,18,111,0.9982,3.3,0.6
8.8,0.47000000000000003,17,110,0.9982,3.29,0.6
10.6,0.31,18,40,0.9976,3.14,0.51
12.3,0.5,5,14,1.0002,3.19,0.44
12.3,0.5,5,14,1.0002,3.19,0.44
11.7,0.49,5,15,1,3.19,0.43000000000000005
12,0.28,10,21,0.9976,2.98,0.6599999999999999
11.8,0.32999999999999996,54,80,1.0002,3.3,0.76
7.6,0.51,8,38,0.998,3.4699999999999998,0.6599999999999999
11.1,0.31,16,47,0.9986,3.12,1.02
7.3,0.73,18,102,0.9967,3.2600000000000002,0.59
5,0.42000000000000004,19,50,0.9917,3.72,0.74
10.2,0.29000000000000004,5,13,0.9976,3.05,0.74
9,0.45,21,75,0.9987,3.3499999999999996,0.5700000000000001
6.6,0.39,23,149,0.9922,3.12,0.5
9,0.45,21,75,0.9987,3.3499999999999996,0.5700000000000001
9.9,0.49,9,43,1.0004,3.29,0.58
7.9,0.72,20,38,0.9978,3.4,0.53
8.9,0.595,30,109,0.9998,3.27,0.5700000000000001
12.4,0.4,6,24,0.9994,3.04,0.6
11.9,0.58,5,18,0.998,3.09,0.63
8.5,0.585,5,30,0.9967,3.2,0.48000000000000004
12.7,0.59,11,22,1,3,0.7
8.2,0.915,7,23,0.9962,3.2600000000000002,0.47000000000000003
13.2,0.46,12,35,1.0006,3.1,0.56
7.7,0.8350000000000001,6,14,0.9974999999999999,3.3,0.52
13.2,0.46,12,35,1.0006,3.1,0.56
8.3,0.58,14,63,0.9984,3.17,0.62
8.3,0.6,6,24,0.9984,3.3099999999999996,0.59
9.4,0.41000000000000003,10,20,0.9973,3.34,0.7899999999999999
8.8,0.48000000000000004,26,52,0.9982,3.3099999999999996,0.53
6.3,0.36,15,39,0.9956,3.56,0.52
8.8,0.24000000000000002,25,57,0.9983,3.3899999999999997,0.54
13.2,0.38,5,16,1.0006,2.98,0.54
7.5,0.64,18,29,0.9964999999999999,3.32,0.6
8.2,0.39,10,29,0.9962,3.2600000000000002,0.74
9.2,0.755,10,103,0.9969,2.8699999999999997,1.36
9.6,0.6,28,71,0.9997,3.5,0.5700000000000001
9.6,0.6,28,71,0.9997,3.5,0.5700000000000001
11.5,0.31,14,28,0.9982,3.03,0.93
11.4,0.46,4,17,1.0006,3.13,0.7
11.3,0.37,6,16,0.9988,3.09,0.8
8.3,0.54,16,112,0.9976,3.27,0.61
8.2,0.56,14,104,0.9976,3.2800000000000002,0.62
10,0.58,9,32,0.9974,3.13,0.55
7.9,0.51,21,45,0.9974,3.4899999999999998,0.96
6.8,0.69,21,58,0.9997,3.46,0.72
6.8,0.69,21,58,0.9997,3.46,0.72
8.8,0.6,5,15,0.9988,3.36,0.49
8.8,0.6,5,15,0.9988,3.36,0.49
8.7,0.54,7,31,0.9976,3.27,0.6
7.6,0.6849999999999999,20,84,0.9964,3.21,0.61
8.7,0.54,7,31,0.9976,3.27,0.6
10.4,0.28,5,19,0.9988,3.25,0.63
7.6,0.41000000000000003,21,43,0.9964,3.32,0.5700000000000001
10.1,0.935,11,86,1.001,3.4299999999999997,0.64
7.9,0.35,46,102,0.9964,3.27,0.58
8.7,0.8400000000000001,24,33,0.9954,3.27,0.55
9.6,0.88,30,147,0.9979,3.24,0.53
9.5,0.885,31,145,0.9978,3.24,0.53
7.7,0.915,7,23,0.9964,3.3499999999999996,0.65
8.9,0.29000000000000004,25,57,0.997,3.18,1.36
9.9,0.54,16,40,0.9991,3.3899999999999997,0.62
9.5,0.59,21,68,0.9992,3.46,0.63
9.9,0.54,16,40,0.9991,3.3899999999999997,0.62
9.5,0.59,21,68,0.9992,3.46,0.63
9.9,0.54,16,40,0.9991,3.3899999999999997,0.62
7.8,0.64,5,11,0.9984,3.3699999999999997,0.69
7.3,0.6699999999999999,6,20,0.9972,3.4,0.63
8.3,0.8450000000000001,5,14,0.9967,3.32,0.58
8.7,0.48000000000000004,10,28,0.9964,3.3299999999999996,0.6699999999999999
6.7,0.42000000000000004,24,148,0.9948,3.16,0.5700000000000001
10.7,0.43000000000000005,8,32,0.9986,2.8899999999999997,0.5
9.8,0.88,35,155,1.001,3.4099999999999997,0.6699999999999999
9.4,0.32999999999999996,9,30,0.9976,3.12,0.54
8.6,0.47000000000000003,7,29,0.9979,3.08,0.46
9.7,0.55,20,53,1.0004,3.14,0.61
10.7,0.43000000000000005,8,32,0.9986,2.8899999999999997,0.5
12,0.5,23,42,0.998,2.92,0.6799999999999999
7.2,0.52,5,20,0.9973,3.32,0.81
7.1,0.8400000000000001,5,13,0.997,3.4099999999999997,0.5700000000000001
7.2,0.52,5,20,0.9973,3.32,0.81
7.5,0.42000000000000004,15,42,0.9978,3.3099999999999996,0.64
7.2,0.5700000000000001,9,27,0.9972,3.36,0.7
10.1,0.28,5,13,0.9974,3.04,0.7899999999999999
12.1,0.4,15,54,1,3.03,0.6599999999999999
9.4,0.59,25,48,0.9981,3.14,0.56
8.3,0.49,6,16,0.998,3.18,0.6
11.3,0.33999999999999997,6,15,0.9988,2.94,0.6599999999999999
10,0.73,15,31,0.9966,3.15,0.5700000000000001
11.3,0.33999999999999997,6,15,0.9988,2.94,0.6599999999999999
6.9,0.4,30,45,0.9959,3.2600000000000002,0.58
8.2,0.73,5,13,0.9968,3.2,0.52
8.2,0.73,5,13,0.9968,3.2,0.52
10.8,0.4,7,17,0.9984,3.08,0.6699999999999999
9.3,0.41000000000000003,12,31,0.9984,3.2600000000000002,0.65
10.8,0.4,7,17,0.9984,3.08,0.6699999999999999
8.6,0.8,12,31,0.9979,3.4,0.48000000000000004
8.3,0.7799999999999999,45,87,0.9983,3.48,0.53
10.8,0.26,20,49,0.9972,3.13,0.54
13.3,0.43000000000000005,15,40,1.0004,3.06,0.49
8,0.45,16,29,0.9962,3.21,0.49
8.5,0.46,32,58,0.998,3.3299999999999996,0.54
8.1,0.7799999999999999,5,15,0.997,3.3699999999999997,0.56
9.8,0.98,35,152,0.998,3.25,0.48000000000000004
8.1,0.7799999999999999,5,15,0.997,3.3699999999999997,0.56
7.1,0.65,13,40,0.997,3.44,0.6
9.1,0.64,13,38,0.9998,3.2800000000000002,0.59
7.7,0.6599999999999999,4,9,0.9962,3.4,0.47000000000000003
8.1,0.38,5,17,0.9976,3.3,1.05
7.4,1.185,5,14,0.9966,3.63,0.54
9.2,0.92,12,93,0.9998,3.48,0.54
8.6,0.49,16,62,0.9979,3.03,1.1700000000000002
9,0.48000000000000004,21,122,0.9984,3.32,0.62
9,0.47000000000000003,24,125,0.9984,3.3099999999999996,0.61
7,0.65,8,25,0.9972,3.4699999999999998,0.6699999999999999
7,0.65,8,25,0.9972,3.4699999999999998,0.6699999999999999
9.4,0.615,18,72,1.0001,3.3099999999999996,0.53
11.8,0.38,5,19,0.9986,3.11,0.62
10.6,1.02,26,88,0.9984,3.08,0.5700000000000001
7,0.65,8,25,0.9972,3.4699999999999998,0.6699999999999999
7,0.64,9,23,0.997,3.4699999999999998,0.6699999999999999
7.5,0.38,22,84,0.9972,3.32,0.7
9.1,0.765,4,14,0.998,3.29,0.54
8.4,1.035,11,54,0.999,3.3699999999999997,0.49
7,0.7799999999999999,10,19,0.9956,3.4,0.47000000000000003
7.4,0.49,16,37,0.9966,3.3699999999999997,0.51
7.8,0.545,11,35,0.996,3.34,0.61
9.7,0.31,13,33,0.9983,3.27,0.6599999999999999
10.6,1.025,21,84,0.9984999999999999,3.06,0.5700000000000001
8.9,0.5650000000000001,16,112,0.9998,3.38,0.61
8.7,0.69,13,33,0.9992,3.36,0.45
8,0.43000000000000005,10,48,0.9976,3.34,0.46
9.9,0.74,21,77,0.998,3.2800000000000002,0.51
7.2,0.49,13,34,0.9967,3.29,0.48000000000000004
8,0.43000000000000005,10,48,0.9976,3.34,0.46
7.6,0.46,12,49,0.9968,3.21,0.5700000000000001
8.4,0.56,10,22,0.9976,3.22,0.44
7.1,0.6599999999999999,17,45,0.9976,3.46,0.54
8.4,0.56,10,22,0.9976,3.22,0.44
8.9,0.48000000000000004,35,106,0.9982,3.1,0.53
7.6,0.42000000000000004,15,48,0.9968,3.21,0.59
7.5,1.115,5,12,0.9958,3.54,0.6
9,0.6599999999999999,5,13,0.9976,3.29,0.55
8.1,0.72,18,49,0.9994,3.4299999999999997,0.72
6.4,0.5700000000000001,4,11,0.997,3.46,0.6799999999999999
6.4,0.5700000000000001,4,11,0.997,3.46,0.6799999999999999
6.4,0.8650000000000001,27,58,0.995,3.61,0.49
9.5,0.55,12,37,0.9982,3.17,0.6699999999999999
8.9,0.8750000000000001,4,14,0.9994,3.44,0.52
7.3,0.8350000000000001,10,19,0.9966,3.3899999999999997,0.47000000000000003
7,0.45,16,72,0.998,3.55,0.6
7.7,0.56,9,39,0.9987,3.48,0.62
7.7,0.965,11,22,0.9963,3.2600000000000002,0.5
7.7,0.965,11,22,0.9963,3.2600000000000002,0.5
8.2,0.59,19,58,1.0002,3.5,0.65
9,0.46,28,104,0.9983,3.1,0.56
9,0.69,19,38,0.999,3.3499999999999996,0.6
8.3,0.76,12,16,0.9964999999999999,3.4499999999999997,0.6799999999999999
9.2,0.53,28,139,0.99788,3.21,0.5700000000000001
6.5,0.615,9,18,0.9972,3.46,0.65
11.6,0.41000000000000003,25,101,1.00024,3.13,0.53
11.1,0.39,21,101,1.0001,3.13,0.51
7.3,0.51,12,28,0.99768,3.52,0.73
8.2,0.33999999999999997,12,57,0.9978,3.3,0.47000000000000003
8.6,0.32999999999999996,16,68,0.99782,3.3,0.48000000000000004
7.2,0.5,12,31,0.99761,3.52,0.72
7.3,0.51,12,28,0.99768,3.52,0.73
8.3,0.65,17,40,0.99803,3.29,0.55
8.3,0.65,17,40,0.99803,3.29,0.55
7.6,0.54,24,66,0.99785,3.3899999999999997,0.61
8.3,0.65,17,40,0.99803,3.29,0.55
7.8,0.48000000000000004,14,32,0.9965599999999999,3.09,1.06
7.8,0.91,22,47,0.99525,3.51,0.43000000000000005
6.3,0.98,15,33,0.99488,3.6,0.46
8.1,0.8700000000000001,10,31,0.9965599999999999,3.25,0.5
8.1,0.8700000000000001,10,31,0.9965599999999999,3.25,0.5
8.8,0.42000000000000004,33,88,0.99823,3.19,0.52
9,0.58,9,104,0.9977900000000001,3.23,0.5700000000000001
9.3,0.655,5,35,0.9973799999999999,3.25,0.42000000000000004
8.8,0.7,8,19,0.99701,3.3099999999999996,0.53
9.3,0.655,5,35,0.9973799999999999,3.25,0.42000000000000004
9.1,0.6799999999999999,11,44,0.99888,3.3099999999999996,0.55
9.2,0.6699999999999999,12,48,0.99888,3.3099999999999996,0.54
8.8,0.59,12,74,0.9973799999999999,3.14,0.54
7.5,0.6,13,98,0.9993799999999999,3.4499999999999997,0.62
7.1,0.59,24,94,0.99744,3.55,0.53
7.9,0.72,7,32,0.99668,3.3899999999999997,0.54
7.1,0.59,24,94,0.99744,3.55,0.53
9.4,0.6849999999999999,23,143,0.9978,3.2800000000000002,0.55
9.5,0.5700000000000001,23,144,0.99782,3.27,0.55
7.9,0.4,1,44,0.9973,3.3,0.92
7.9,0.4,2,45,0.99727,3.3099999999999996,0.91
7.2,1,7,16,0.99586,3.4299999999999997,0.46
6.9,0.765,5.5,48,0.99612,3.4,0.6
6.9,0.635,6,18,0.9961,3.4,0.59
8.3,0.43000000000000005,7,34,0.99788,3.36,0.61
7.1,0.52,21,92,0.99745,3.5,0.6
7,0.5700000000000001,12,45,0.99676,3.3099999999999996,0.6
6.5,0.46,9,37,0.99732,3.66,0.65
9,0.8200000000000001,26,96,0.99814,3.36,0.53
6.5,0.46,9,37,0.99732,3.66,0.65
7.1,0.59,20,85,0.9974599999999999,3.55,0.59
9.9,0.35,11,61,0.9982,3.21,0.5
9.9,0.35,11,61,0.9982,3.21,0.5
10,0.56,19,58,0.9991,3.18,0.56
10,0.56,19,58,0.9991,3.18,0.56
8.6,0.63,21,119,0.998,3.09,0.52
7.4,0.37,18,82,0.99708,3.3299999999999996,0.6799999999999999
8.8,0.64,25,130,0.99818,3.23,0.54
7.1,0.61,17,87,0.99745,3.48,0.6
7.7,0.6,7,13,0.99639,3.38,0.56
10.1,0.27,7,26,0.9953099999999999,3.17,0.53
10.8,0.89,7,60,0.99786,2.9899999999999998,1.1800000000000002
8.7,0.46,24,64,0.9974599999999999,3.1,0.74
9.3,0.37,21,42,0.9952599999999999,3.24,0.81
9.4,0.5,5,14,0.9987,3.29,0.52
9.4,0.5,5,14,0.9987,3.29,0.52
7.2,0.61,26,108,0.9964099999999999,3.25,0.51
8.6,0.55,8,17,0.99735,3.23,0.44
5.1,0.585,14,86,0.9926400000000001,3.56,0.9400000000000001
7.7,0.56,14,46,0.9971,3.24,0.6599999999999999
8.4,0.52,4,18,0.99682,3.2600000000000002,0.5700000000000001
8.2,0.28,4,10,0.9935599999999999,3.3299999999999996,0.7
8.4,0.25,4,10,0.99386,3.27,0.71
8.2,0.28,4,10,0.9935599999999999,3.3299999999999996,0.7
7.4,0.53,4,12,0.99702,3.2600000000000002,0.8600000000000001
7.6,0.48000000000000004,4,15,0.99693,3.22,0.55
7.3,0.49,4,14,0.9956200000000001,3.3,0.47000000000000003
12.9,0.5,7,24,1.00012,3.09,0.6799999999999999
10.8,0.45,20,38,0.99818,3.24,0.71
6.9,0.39,4,7,0.9946200000000001,3.44,0.58
12.6,0.41000000000000003,19,41,0.99939,3.21,0.76
10.8,0.45,20,38,0.99818,3.24,0.71
9.8,0.51,8,30,0.9984,3.23,0.58
10.8,0.29000000000000004,19,27,0.99545,3.2800000000000002,0.73
7.1,0.715,21,47,0.99632,3.29,0.45
9.1,0.6599999999999999,9,59,0.99976,3.2800000000000002,0.54
7,0.6849999999999999,9,22,0.99606,3.34,0.6
4.9,0.42000000000000004,16,42,0.99154,3.71,0.74
6.7,0.54,15,36,0.9973,3.61,0.64
6.7,0.54,15,36,0.9973,3.61,0.64
7.1,0.48000000000000004,6,16,0.99682,3.24,0.53
7.1,0.46,15,37,0.99624,3.36,0.49
7.5,0.27,4,8,0.9951,3.4,0.64
7.1,0.46,15,37,0.99624,3.36,0.49
7.8,0.5700000000000001,34,45,0.99417,3.46,0.74
5.9,0.61,16,24,0.99376,3.56,0.77
7.5,0.6849999999999999,5,9,0.99632,3.38,0.55
5.9,0.61,16,24,0.99376,3.56,0.77
10.4,0.44,34,48,0.99832,3.38,0.8600000000000001
11.6,0.47000000000000003,36,51,0.9983599999999999,3.38,0.8600000000000001
8.8,0.6849999999999999,16,23,0.99694,3.32,0.47000000000000003
7.6,0.6649999999999999,27,55,0.9965499999999999,3.3899999999999997,0.51
6.7,0.28,36,100,0.9906400000000001,3.2600000000000002,0.39
6.7,0.28,36,100,0.9906400000000001,3.2600000000000002,0.39
10.1,0.31,9,28,0.99672,3.24,0.8300000000000001
6,0.5,13,26,0.99647,3.46,0.47000000000000003
11.1,0.42000000000000004,9,34,0.9973599999999999,3.24,0.77
6.6,0.6599999999999999,21,31,0.99629,3.4499999999999997,0.63
10.6,0.5,34,68,0.99708,3.23,0.72
7.1,0.6849999999999999,9,92,0.9963,3.2800000000000002,0.62
9.9,0.25,26,42,0.9959,3.18,0.8300000000000001
6.4,0.64,14,31,0.99689,3.59,0.6599999999999999
6.4,0.64,14,31,0.99689,3.59,0.6599999999999999
7.4,0.6799999999999999,12,39,0.9977,3.5,0.7
6.4,0.64,14,31,0.99689,3.59,0.6599999999999999
6.4,0.63,12,32,0.99689,3.58,0.6599999999999999
9.3,0.43000000000000005,9,22,0.99708,3.2800000000000002,0.55
9.3,0.43000000000000005,9,22,0.99708,3.2800000000000002,0.55
8,0.42000000000000004,26,122,0.99801,3.22,1.07
9.3,0.36,41,55,0.99652,3.4699999999999998,0.73
9.3,0.36,41,55,0.99652,3.4699999999999998,0.73
7.6,0.735,10,14,0.9953799999999999,3.51,0.71
9.3,0.36,41,55,0.99652,3.4699999999999998,0.73
8.2,0.26,16,47,0.99594,3.4,0.7799999999999999
11.7,0.28,17,32,0.99686,3.15,0.6699999999999999
6.8,0.56,15,24,0.9943799999999999,3.4,0.8200000000000001
7.2,0.62,15,85,0.9974599999999999,3.51,0.54
5.8,1.01,15,88,0.99357,3.66,0.6
7.5,0.42000000000000004,7,25,0.9962799999999999,3.24,0.44
7.2,0.62,17,84,0.9974599999999999,3.51,0.53
7.2,0.62,15,85,0.9974599999999999,3.51,0.54
7.2,0.635,16,86,0.9974799999999999,3.51,0.54
6.8,0.49,13,24,0.9943799999999999,3.4099999999999997,0.8300000000000001
6.9,0.51,13,22,0.9943799999999999,3.4,0.8400000000000001
6.8,0.56,15,24,0.9943799999999999,3.4,0.8200000000000001
7.6,0.63,27,43,0.99578,3.44,0.64
7.7,0.715,31,43,0.99371,3.4099999999999997,0.5700000000000001
6.9,0.56,36,46,0.99522,3.53,0.5700000000000001
7.3,0.35,28,48,0.99576,3.4299999999999997,0.54
9.1,0.21000000000000002,6,10,0.99552,3.23,0.58
10.4,0.38,6,10,0.9966400000000001,3.12,0.65
8.8,0.31,7,16,0.99614,3.3099999999999996,0.7899999999999999
7.1,0.47000000000000003,7,14,0.99517,3.4,0.58
7.7,0.715,31,43,0.99371,3.4099999999999997,0.5700000000000001
8.8,0.61,30,69,0.99787,3.22,0.5
7.2,0.6,18,88,0.99745,3.53,0.55
9.2,0.56,10,21,0.99576,3.15,0.49
7.6,0.715,30,35,0.9953299999999999,3.48,0.65
8.4,0.31,14,26,0.9953599999999999,3.22,0.7799999999999999
7.2,0.6,18,88,0.99745,3.53,0.55
8.8,0.61,30,69,0.99787,3.22,0.5
8.9,0.75,9,30,0.99824,3.34,0.64
9,0.8,8,28,0.9983599999999999,3.3299999999999996,0.65
10.7,0.52,29,56,0.99577,3.15,0.7899999999999999
6.8,0.5700000000000001,32,64,0.99491,3.4299999999999997,0.56
7.2,0.33999999999999997,30,52,0.99576,3.44,0.58
7.2,0.6599999999999999,16,86,0.9974299999999999,3.53,0.5700000000000001
10.1,0.45,10,18,0.9977400000000001,3.22,0.65
7.2,0.6599999999999999,16,86,0.9974299999999999,3.53,0.5700000000000001
7.2,0.63,17,88,0.99745,3.53,0.58
7.1,0.59,27,43,0.9954999999999999,3.42,0.58
8.3,0.31,17,43,0.99444,3.3099999999999996,0.77
7.1,0.59,27,43,0.9954999999999999,3.42,0.58
8.3,0.31,17,43,0.99444,3.3099999999999996,0.77
8.3,1.02,6,11,0.99892,3.48,0.49
8.9,0.31,10,39,0.9956200000000001,3.4,0.69
7.4,0.635,16,33,0.9973599999999999,3.58,0.69
7.4,0.635,16,33,0.9973599999999999,3.58,0.69
6.8,0.59,11,18,0.9962,3.4099999999999997,0.59
6.8,0.59,11,18,0.9962,3.4099999999999997,0.59
9.2,0.58,15,115,0.998,3.23,0.59
7.2,0.54,12,78,0.9964,3.3899999999999997,0.71
6.1,0.56,6,9,0.9948,3.59,0.54
7.4,0.52,34,61,0.9952799999999999,3.4299999999999997,0.59
7.3,0.305,7,11,0.9933099999999999,3.29,0.52
9.3,0.38,3,11,0.99577,3.23,0.5700000000000001
9.1,0.28,3,9,0.99901,3.18,0.6
10,0.46,4,8,0.9967400000000001,3.3299999999999996,0.62
9.4,0.395,3,10,0.99639,3.27,0.64
7.3,0.305,7,11,0.9933099999999999,3.29,0.52
8.6,0.315,3,6,0.99512,3.27,0.6699999999999999
5.3,0.715,7,62,0.99395,3.62,0.61
6.8,0.41000000000000003,26,45,0.99824,3.38,0.64
8.4,0.36,32,79,0.9964,3.3,0.72
8.4,0.62,38,46,0.99504,3.38,0.89
9.6,0.41000000000000003,10,23,0.99786,3.24,0.56
8.4,0.36,32,79,0.9964,3.3,0.72
8.4,0.62,38,46,0.99504,3.38,0.89
6.8,0.41000000000000003,26,45,0.99824,3.38,0.64
8.6,0.47000000000000003,14,28,0.9951599999999999,3.18,0.8
8.6,0.22,53,77,0.99604,3.4699999999999998,0.8700000000000001
9.4,0.24000000000000002,52,73,0.99786,3.4699999999999998,0.9
8.4,0.6699999999999999,11,75,0.9973599999999999,3.2,0.59
8.6,0.47000000000000003,14,28,0.9951599999999999,3.18,0.8
8.7,0.32999999999999996,10,19,0.99468,3.3,0.73
6.6,0.61,8,25,0.9974599999999999,3.69,0.73
7.4,0.61,13,38,0.9974799999999999,3.48,0.65
7.6,0.4,29,66,0.9971,3.4499999999999997,0.59
7.4,0.61,13,38,0.9974799999999999,3.48,0.65
6.6,0.61,8,25,0.9974599999999999,3.69,0.73
8.8,0.3,19,72,0.9954299999999999,3.3899999999999997,0.72
8.8,0.3,19,72,0.9954299999999999,3.3899999999999997,0.72
12,0.63,6,26,0.99791,3.07,0.6
7.2,0.38,23,42,0.9935599999999999,3.34,0.72
6.2,0.46,7,11,0.99425,3.61,0.54
9.6,0.32999999999999996,13,25,0.99509,3.36,0.76
9.9,0.27,9,17,0.9948400000000001,3.19,0.52
10.1,0.43000000000000005,13,52,0.99834,3.22,0.64
9.8,0.5,10,45,0.9986400000000001,3.24,0.6
8.3,0.3,11,24,0.99498,3.27,0.64
10.2,0.44,7,20,0.99566,3.14,0.7899999999999999
10.2,0.44,11,24,0.99745,3.29,0.99
8.3,0.28,6,12,0.99408,3.2600000000000002,0.62
8.9,0.12000000000000001,10,21,0.99552,3.4099999999999997,0.76
8.9,0.12000000000000001,10,21,0.99552,3.4099999999999997,0.76
8.9,0.12000000000000001,10,21,0.99552,3.4099999999999997,0.76
8.3,0.28,6,12,0.99408,3.2600000000000002,0.62
8.2,0.31,6,10,0.9953599999999999,3.3099999999999996,0.6799999999999999
10.2,0.33999999999999997,5,9,0.9945799999999999,3.2,0.69
7.6,0.43000000000000005,6,11,0.9953799999999999,3.44,0.54
8.5,0.21000000000000002,9,23,0.9964799999999999,3.36,0.6699999999999999
9,0.36,5,10,0.99568,3.3099999999999996,0.62
9.5,0.37,12,51,0.99613,3.29,0.58
6.4,0.5700000000000001,25,36,0.99519,3.4699999999999998,0.71
8,0.59,12,32,0.99735,3.36,0.61
8.5,0.47000000000000003,18,38,0.99518,3.16,0.8500000000000001
7.1,0.56,7,18,0.99592,3.27,0.62
6.6,0.5700000000000001,6,16,0.99654,3.38,0.69
8.8,0.27,20,27,0.9954599999999999,3.15,0.69
8.5,0.47000000000000003,18,38,0.99518,3.16,0.8500000000000001
8.3,0.33999999999999997,24,48,0.99554,3.34,0.8600000000000001
9,0.38,6,10,0.99604,3.13,0.58
8.5,0.6599999999999999,23,113,0.9973299999999999,3.13,0.48000000000000004
9,0.4,29,46,0.9943,3.2,0.6
6.7,0.56,7,22,0.9966900000000001,3.46,0.61
10.4,0.26,6,10,0.99724,3.3299999999999996,0.8700000000000001
10.4,0.26,6,10,0.99724,3.3299999999999996,0.8700000000000001
10.1,0.38,6,13,0.9964299999999999,3.22,0.65
8.5,0.33999999999999997,6,12,0.99605,3.52,0.63
8.8,0.32999999999999996,7,13,0.9965799999999999,3.3,0.62
7.2,0.41000000000000003,35,72,0.997,3.44,0.52
7.2,0.41000000000000003,35,72,0.997,3.44,0.52
8.4,0.59,31,119,0.99801,3.15,0.5
7,0.4,9,29,0.9941599999999999,3.2800000000000002,0.49
12.2,0.45,3,6,0.9969,3.13,0.63
9.1,0.5,8,17,0.9977400000000001,3.32,0.71
9.5,0.8600000000000001,13,28,0.99712,3.25,0.62
7.3,0.52,51,70,0.99418,3.34,0.8200000000000001
9.1,0.5,8,17,0.9977400000000001,3.32,0.71
12.2,0.45,3,6,0.9969,3.13,0.63
7.4,0.58,7,11,0.9956200000000001,3.4499999999999997,0.58
9.8,0.33999999999999997,3,7,0.9947,3.19,0.55
7.1,0.36,35,70,0.99693,3.44,0.5
7.7,0.39,19,27,0.99596,3.16,0.49
