fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
7.3,0.42000000000000004,29,122,0.9924999999999999,3.19,0.37
7.3,0.33999999999999997,45,163,0.9924999999999999,3.3,0.47000000000000003
7.8,0.23,45,166,0.9928,2.96,0.4
9,0.24500000000000002,52,159,0.995,2.9299999999999997,0.35
6.9,0.2,51,176,0.9939,3.22,0.27
7.4,0.19,39,212,0.9958,3.3,0.32999999999999996
8.2,0.2,60,163,0.9952,3.05,0.3
8,0.59,61,228,1,2.9499999999999997,0.75
7.9,0.14,17,114,0.9948,3.3299999999999996,0.49
6.8,0.24000000000000002,34,105,0.99,3.13,0.49
9.7,0.14,23,142,0.9958,2.98,0.62
9.2,0.15000000000000002,22,130,0.9948,3.02,0.45
9.4,0.17,14,94,0.9949,3.02,0.61
5.2,0.365,37,142,0.997,3.46,0.39
6.3,0.23,37,116,0.9927,3.23,0.5
9.6,0.25,16,160,0.9938,2.94,0.43000000000000005
9.2,0.32,14,186,0.9949,3.08,0.48000000000000004
6.4,0.31,46,169,0.9953,3.15,0.46
8.1,0.2,63,162,0.997,3.1,0.46
7.9,0.255,40,190,0.9932,3.04,0.39
7,0.15000000000000002,21,177,0.9927,3.32,0.62
6.4,0.15000000000000002,25,96,0.9932,3.54,0.51
6.4,0.25,59,234,0.9954999999999999,3.03,0.42000000000000004
7.6,0.19,6,114,0.9914,3.04,0.74
7.3,0.43000000000000005,17,114,0.991,3.23,0.43000000000000005
5.1,0.31,28,152,0.992,3.54,0.56
6.2,0.2,40,161,0.9924,3.44,0.6599999999999999
6.9,0.16,21,182,0.9927,3.25,0.62
7.7,0.32,28,114,0.9911,3.2,0.52
6.5,0.22,33,168,0.9958,3.12,0.36
6.8,0.26,44,167,0.9928,3.12,0.44
5.2,0.37,13,81,0.9902,3.3699999999999997,0.38
8.4,0.19,20,104,0.994,2.8499999999999996,0.46
8.3,0.21000000000000002,24,108,0.994,2.8499999999999996,0.45
6.8,0.15000000000000002,24,110,0.9972,3.4,0.4
7.9,0.16,69,210,1.0004,3.15,0.51
7.8,0.21000000000000002,62,180,0.991,3.09,0.75
9,0.24000000000000002,26,107,0.9918,3.21,0.33999999999999997
5.7,0.21000000000000002,60,189,0.995,3.65,0.72
7.8,0.29000000000000004,38,161,0.9941,3.2600000000000002,0.37
6.7,0.18,40,251,0.9956,3.29,0.52
6.7,0.18,40,251,0.9956,3.29,0.52
8.4,0.58,37,116,0.9959,2.9899999999999998,0.39
7.2,0.16,50,121,0.9922,3.27,0.32999999999999996
7.6,0.54,13,151,0.9931,3.04,0.32999999999999996
8.4,0.58,37,116,0.9959,2.9899999999999998,0.39
6.6,0.25,52,181,0.9984,3.51,0.47000000000000003
7.3,0.23,51,165,0.9908,3.2600000000000002,0.4
7.3,0.39,36,113,0.991,3.3899999999999997,0.48000000000000004
7,0.46,46,163,0.9928,3.21,0.35
8.2,0.35,35,162,0.9936,3.15,0.33999999999999997
7.8,0.29000000000000004,38,161,0.9941,3.2600000000000002,0.37
9.2,0.35,15,61,0.9924,2.96,0.28
8,0.5700000000000001,22,122,0.9917,3.29,0.6699999999999999
6.5,0.37,40,130,0.9906,3.2800000000000002,0.39
5.7,0.21000000000000002,60,189,0.995,3.65,0.72
6.7,0.18,40,251,0.9956,3.29,0.52
7.8,0.13,43,179,0.9954999999999999,3.4299999999999997,0.41000000000000003
7.6,0.19,38,143,0.9907,2.92,0.42000000000000004
7.3,0.22,55,191,1,3.32,0.59
6.3,0.29000000000000004,43,167,0.9953,3.15,0.44
6.8,0.35,35,103,0.9911,3.2800000000000002,0.46
6.5,0.19,31,132,0.9922,3.36,0.54
6.2,0.12000000000000001,56,158,0.9951,3.52,0.37
6,0.13,56,189.5,0.9948,3.59,0.43000000000000005
6.4,0.25,42,115,0.9906,3.19,0.48000000000000004
6.9,0.32,15,96,0.994,3.22,0.38
7.6,0.19,38,143,0.9907,2.92,0.42000000000000004
6.7,0.13,35,140,0.9927,3.3299999999999996,0.32999999999999996
7,0.14,22,95,0.9914,3.25,0.43000000000000005
7.6,0.27,19,115,0.9958,3.15,0.45
7.3,0.22,55,191,1,3.32,0.59
7.4,0.64,42,185,0.9984,2.9,0.49
7.6,0.28,23,116,0.9941,3.25,0.4
8.3,0.26,41,162,0.9944,3.1,0.38
10.7,0.22,37,181,0.998,2.8699999999999997,0.6799999999999999
10.7,0.22,37,181,0.998,2.8699999999999997,0.6799999999999999
6.9,0.23,24,121,0.9902,3.14,0.38
6.2,0.3,30,130,0.9911,3.2800000000000002,0.41000000000000003
6.9,0.27,6,134,0.9929,3.15,0.69
6.9,0.28,10,136,0.993,3.16,0.71
6.9,0.28,46,132,0.9918,3.3499999999999996,0.38
6.9,0.46,5,126,0.992,3.1,0.42000000000000004
6.9,0.38,36,152,0.9932,3.38,0.35
5.7,0.43000000000000005,24,98,0.992,3.54,0.61
6.6,0.56,28,92,0.994,3.12,0.35
7.1,0.36,25,102,0.9923,3.24,0.32999999999999996
6.8,0.23,5,133,0.993,3.23,0.7
6.2,0.32999999999999996,26,138,0.9956,3.77,0.64
5.6,0.49,17,116,0.9907,3.42,0.9
6.6,0.42000000000000004,15,85,0.99,3.2800000000000002,0.51
7.3,0.18,12,143,0.9918,3.2,0.48000000000000004
8.1,0.19,73,180,0.9926,3.06,0.33999999999999997
5.9,0.19,33,123,0.995,3.4899999999999998,0.42000000000000004
6.2,0.16,23,81,0.99,3.2600000000000002,0.42000000000000004
6.6,0.42000000000000004,15,85,0.99,3.2800000000000002,0.51
5.7,0.135,19,101,0.9946,3.3099999999999996,0.42000000000000004
5.6,0.49,17,116,0.9907,3.42,0.9
6.9,0.19,27,98,0.9898,3.09,0.46
7.3,0.18,12,143,0.9918,3.2,0.48000000000000004
7.3,0.25,35,200,0.9986,3.04,0.46
7.3,0.25,35,200,0.9986,3.04,0.46
7,0.2,32,83,0.9928,3.19,0.46
7.3,0.25,35,200,0.9986,3.04,0.46
6.3,0.6699999999999999,57,222,0.9979,3.17,0.52
7.4,0.4,31,122,0.994,3.3,0.5
7.1,0.26,29,128,0.9937,3.34,0.64
9,0.31,11,73,0.9938,2.9,0.38
6.3,0.39,9,117,0.9942,3.15,0.35
8.2,0.22,12,90,0.9944,3.01,0.38
7.1,0.19,16,78,0.993,2.9099999999999997,0.7799999999999999
7.3,0.25,35,200,0.9986,3.04,0.46
7.9,0.2,29,118,0.9932,3.14,0.41000000000000003
7.1,0.26,39,97,0.9934,3.3099999999999996,0.4
7,0.2,32,83,0.9928,3.19,0.46
6.9,0.3,26,155,0.9924999999999999,3.25,0.7899999999999999
8.1,0.29000000000000004,22,124,0.9944,3.14,0.41000000000000003
5.8,0.17,55,130,0.9909,3.29,0.38
5.9,0.41500000000000004,22,63,0.9932,3.36,0.36
6.6,0.23,16,128,0.9934,3.36,0.6
6.9,0.35,18,132,0.992,3.13,0.55
7.6,0.14,27,103,0.9916,3.07,0.4
9.2,0.28,29,137,0.998,3.1,0.33999999999999997
6.2,0.18,17,90,0.9919,3.27,0.37
5.3,0.165,25,105,0.9924999999999999,3.32,0.47000000000000003
9.8,0.25,36,225,0.9977,3.06,0.43000000000000005
8.1,0.29000000000000004,22,124,0.9944,3.14,0.41000000000000003
6.8,0.22,26,128,0.991,3.25,0.35
7.2,0.22,34,140,0.99,3.05,0.33999999999999997
7.4,0.25,35,156,0.9917,3.13,0.55
8.2,0.18,28,81,0.9923,3,0.6799999999999999
6.1,0.22,18,87,0.9928,3.3,0.46
7,0.39,8,119,0.9923,3,0.31
6.1,0.22,18,87,0.9928,3.3,0.46
6.5,0.36,16,94,0.9902,3.1,0.49
7.1,0.29000000000000004,32,99,0.9893,3.07,0.32999999999999996
7.4,0.25,35,156,0.9917,3.13,0.55
6.9,0.23,19,94,0.9982,3.17,0.5
8.5,0.56,51,243,1.0005,2.9899999999999998,0.7
8.2,0.18,28,81,0.9923,3,0.6799999999999999
6.3,0.23,67,210,0.9951,3.23,0.33999999999999997
6.1,0.25,67,226,0.9956,3.16,0.47000000000000003
7.2,0.26,56,162,0.998,3.03,0.44
7.2,0.31,17,117,0.9928,3.16,0.35
8,0.25,27,117,0.9938,3.08,0.33999999999999997
7,0.18,34,125,0.9914,3.24,0.4
7.8,0.43000000000000005,37,158,0.9954999999999999,3.14,0.35
8.3,0.2,33,130,0.9924,3.25,0.42000000000000004
6.3,0.27,35,92,0.9911,3.38,0.42000000000000004
7.4,0.16,18,150,0.9917,3.23,0.47000000000000003
7.4,0.16,18,150,0.9917,3.23,0.47000000000000003
6.9,0.19,49,172,0.9932,3.2,0.27
7.8,0.43000000000000005,37,158,0.9954999999999999,3.14,0.35
7.2,0.4,11,138,0.9929,3.01,0.42000000000000004
7.8,0.43000000000000005,37,158,0.9954999999999999,3.14,0.35
7.6,0.52,37,156,0.9958,3.14,0.38
8.3,0.21000000000000002,50,231,1.0011999999999999,2.9899999999999998,0.54
6.9,0.33999999999999997,44,150,0.9968,3,0.81
6.3,0.27,35,92,0.9911,3.38,0.42000000000000004
8.3,0.2,33,130,0.9924,3.25,0.42000000000000004
7.1,0.22,42,144,0.991,3.3099999999999996,0.41000000000000003
7.9,0.11,27,133,0.9946,3.24,0.42000000000000004
8.5,0.17,29,128,0.9928,3.2800000000000002,0.4
6.4,0.14500000000000002,54,164,0.9946,3.56,0.44
7.4,0.16,18,150,0.9917,3.23,0.47000000000000003
8.3,0.19,11,137,0.9918,3.06,0.46
8,0.44,46,151,0.9926,3.16,0.27
7,0.2,19,163,0.9931,3.46,0.53
6.9,0.19,49,172,0.9932,3.2,0.27
7.1,0.25,30,96,0.9903,3.13,0.39
6.5,0.24000000000000002,15,60,0.9928,3.19,0.39
7.2,0.4,11,138,0.9929,3.01,0.42000000000000004
7.6,0.52,37,156,0.9958,3.14,0.38
7.8,0.43000000000000005,37,158,0.9954999999999999,3.14,0.35
7.8,0.21000000000000002,6,48,0.9911,3.15,0.28
7,0.2,39,128,0.9938,3.21,0.48000000000000004
6.9,0.25,13,85,0.9942,2.9899999999999998,0.48000000000000004
7.2,0.08,18,148,0.9944999999999999,3.46,0.44
7.6,0.51,10,104,0.992,3.05,0.29000000000000004
7.9,0.22,39,159,0.9927,2.9899999999999998,0.28
7.7,0.16,20,124,0.9948,3.32,0.49
7.2,0.08,18,148,0.9944999999999999,3.46,0.44
6.6,0.25,26,124,0.9942,3.3699999999999997,0.6
6.7,0.16,57,187,0.9952,3.62,0.81
6.9,0.25,13,85,0.9942,2.9899999999999998,0.48000000000000004
7.5,0.32,8,134,0.9958,3.14,0.5
7.4,0.28,20,126,0.9918,2.98,0.39
6.2,0.15000000000000002,17,51,0.9932,3.3,0.7
6.7,0.25,44,169,1.0004,3.51,0.45
6.5,0.26,68,224,0.9972,3.18,0.54
7.9,0.16,52,187,0.9998,2.9899999999999998,0.41000000000000003
5.6,0.185,28,117,0.9918,3.55,0.45
7.5,0.2,8,97,0.9918,3.06,0.62
8,0.3,47,188,0.9964,3.14,0.48000000000000004
8,0.33999999999999997,39,180,0.9936,3.13,0.38
7.7,0.35,42,186,0.9931,3.14,0.38
7.6,0.29000000000000004,45,197,0.9938,3.13,0.38
6.7,0.62,6,62,0.9934,3.4099999999999997,0.32
6.8,0.27,35,126,0.99,3.13,0.48000000000000004
7.7,0.27,23,86,0.9914,3.16,0.42000000000000004
6.7,0.51,14,155,0.9904,3.22,0.6
7.4,0.19,26,132,0.994,2.9899999999999998,0.32
8.3,0.2,34,169,0.9938,3.05,0.37
6.6,0.3,17,121,0.9933,3.13,0.36
6.8,0.36,24,124,0.9909,3.27,0.33999999999999997
7,0.17,24,126,0.9942,3.2600000000000002,0.38
9.2,0.18,39,130,0.9944999999999999,3.04,0.49
8.1,0.2,51,205,0.9954,3.1,0.52
7.8,0.26,59,160,0.996,3.22,0.64
6.8,0.21000000000000002,50,170,0.9991,3.55,0.44
7.9,0.2,15,144,0.993,3.16,0.47000000000000003
8,0.18,10,145,0.9942,3.23,0.48000000000000004
8.8,0.23,15,126,0.9934,3.02,0.51
7.3,0.22,29,134,0.9939,2.9899999999999998,0.32
7.3,0.22,48,161,0.9937,3.01,0.28
7.4,0.19,26,132,0.994,2.9899999999999998,0.32
7.3,0.15500000000000003,34,136,0.9926,3.14,0.77
8.2,0.22,53,154,0.9951,3.02,0.32999999999999996
8.2,0.24000000000000002,52,163,0.9952,3.02,0.32999999999999996
8.4,0.23,22,95,0.9934999999999999,3.04,0.33999999999999997
8.3,0.2,34,169,0.9938,3.05,0.37
8.3,0.2,38,167,0.9939,3.05,0.37
6.6,0.3,17,121,0.9933,3.13,0.36
6.9,0.21000000000000002,15,164,0.9927,3.25,0.63
8,0.25,31,185,0.998,3.34,0.49
6.6,0.21000000000000002,41,158,0.9997,3.2800000000000002,0.39
7.2,0.27,47,156,0.9981,3.04,0.44
7.9,0.28,48,195,0.9954,3.04,0.55
7.4,0.27,33,156,0.992,3.15,0.54
6.6,0.21000000000000002,41,158,0.9997,3.2800000000000002,0.39
7.2,0.27,47,156,0.9981,3.04,0.44
8.1,0.3,26,174,0.9943,3.1,0.3
7.5,0.23,61,209,0.9941,3.14,0.3
7.3,0.26,32,107,0.9936,3.24,0.54
7.1,0.18,44,176,0.9996,3.38,0.6699999999999999
8.5,0.15000000000000002,17,122,0.9932,3.03,0.4
8.9,0.13,6,24,0.9926,2.9099999999999997,0.32
8.1,0.28,32,148,0.9936,3.13,0.41000000000000003
6,0.17,26,106,0.992,3.21,0.42000000000000004
7.3,0.26,32,107,0.9936,3.24,0.54
7.1,0.18,44,176,0.9996,3.38,0.6699999999999999
7.1,0.53,29,86,0.993,3.16,0.32
7.2,0.16,27,104,0.9924,3.23,0.5700000000000001
7.3,0.14,28,99,0.9928,3.2,0.72
8.9,0.13,6,24,0.9926,2.9099999999999997,0.32
7.9,0.12000000000000001,33,152,0.9952,3.18,0.47000000000000003
6.7,0.29000000000000004,35,156,0.9944999999999999,3.13,0.45
6.7,0.3,36,158,0.9944999999999999,3.12,0.45
7.1,0.36,32,102,0.9903,3.34,0.59
8.5,0.15000000000000002,17,122,0.9932,3.03,0.4
7.9,0.18,36,157,0.9953,3.18,0.48000000000000004
6.6,0.19,45,129,0.9936,3.09,0.31
7.3,0.21000000000000002,44,152,0.9912,3.32,0.44
6.9,0.3,25,156,0.9962,3.4299999999999997,0.63
7.9,0.42000000000000004,32,164,0.9964999999999999,3.29,0.6
6.9,0.24000000000000002,35,148,0.9932,3.4499999999999997,0.5700000000000001
7.6,0.23,45,182,0.9967,3.08,0.58
7.9,0.18,36,157,0.9953,3.18,0.48000000000000004
6.2,0.43000000000000005,12,115,0.9963,3.27,0.5700000000000001
8.8,0.35,14,56,0.992,2.96,0.32999999999999996
7.8,0.3,33,156,0.991,3.29,0.52
9.1,0.28,10,112,0.9958,3.15,0.46
7.1,0.33999999999999997,26,126,0.99,3.3,0.32999999999999996
7.8,0.3,33,156,0.991,3.29,0.52
9.1,0.28,10,112,0.9958,3.15,0.46
8.5,0.19,29,117,0.9938,3.14,0.51
7.6,0.18,36,158,0.9996,3.06,0.41000000000000003
7.5,0.19,19,110,0.9946,3.3299999999999996,0.44
7.4,0.3,49,188,0.9974,3.52,0.58
6.7,0.3,35,157,0.9944999999999999,3.21,0.46
6.6,0.3,36,159,0.9946,3.21,0.45
7.4,0.3,49,188,0.9974,3.52,0.58
6.9,0.22,50,168,0.9957,3.54,0.5
7.8,0.26,21,116,0.9931,3.16,0.35
8.5,0.17,23,108,0.9947,2.88,0.33999999999999997
6.8,0.17,61,182,0.9953,3.63,0.76
6.2,0.27,20,74,0.9931,3.32,0.44
7.1,0.64,17,128,0.9946,3.3099999999999996,0.58
6.4,0.18,54,168,0.9978,3.58,0.6799999999999999
7.6,0.31,50,191,0.9989,3.22,0.53
9.8,0.31,13,119,1.0004,3.18,0.45
9,0.3,32,84,0.9938,2.94,0.32
8.4,0.24000000000000002,46,108,0.9934,3.03,0.32999999999999996
6.4,0.18,54,168,0.9978,3.58,0.6799999999999999
6.4,0.25,52,209,0.9956,3.21,0.42000000000000004
7.3,0.3,46,165,0.9982,3.02,0.4
9.3,0.31,34,147,0.9948,3.11,0.46
6.4,0.25,52,209,0.9956,3.21,0.42000000000000004
7.3,0.3,46,165,0.9982,3.02,0.4
7,0.27,27,122,0.9926,3.3499999999999996,0.48000000000000004
7.9,0.14,30,165,0.991,3.08,0.8200000000000001
6.4,0.12000000000000001,49,161,0.9944999999999999,3.34,0.44
6.8,0.21000000000000002,25,111,0.9916,3.13,0.41000000000000003
8.6,0.16,9,63,0.9953,3.13,0.59
7,0.29000000000000004,37,136,0.9938,2.9499999999999997,0.4
6.4,0.27,53,206,0.9956,3.24,0.43000000000000005
6.6,0.55,56,122,0.9906,3.15,0.3
6.4,0.27,53,206,0.9956,3.24,0.43000000000000005
6.3,0.24000000000000002,24,108,0.9932,3.27,0.39
6.7,0.32999999999999996,20,94,0.9914,3.11,0.5
7,0.29000000000000004,37,136,0.9938,2.9499999999999997,0.4
8.2,0.33999999999999997,55,223,0.996,3.08,0.52
5.6,0.39,27,77,0.9906,3.2800000000000002,0.36
5.6,0.41000000000000003,10,53,0.98815,3.32,0.5
6.7,0.41000000000000003,39,137,0.9942,3.24,0.35
7.1,0.26,31,113,0.9903,3.3699999999999997,0.42000000000000004
7.5,0.32,44,109,0.9906,3.07,0.46
5.8,0.19,44,118,0.9934999999999999,3.34,0.38
6.9,0.27,59,235,1.0024,2.98,0.47000000000000003
8.1,0.2,46,212,0.9968,3.09,0.46
7.5,0.32,44,109,0.9906,3.07,0.46
8.2,0.26,19,100,0.9941,3.12,0.33999999999999997
7.8,0.26,28,87,0.9919,3.03,0.32
8,0.14,42,120,0.9928,3.2600000000000002,0.4
8,0.29000000000000004,40,131,0.9958,3.14,0.33999999999999997
7.5,0.19,42,140,0.9932,3.4,0.47000000000000003
6.9,0.33999999999999997,61,206,0.9957,3.09,0.4
6.2,0.2,17,143,0.9937,3.22,0.52
6.4,0.37,53,243,0.9982,3.14,0.48000000000000004
6.2,0.22,31,128,0.9928,3.4099999999999997,0.36
7.8,0.26,28,87,0.9919,3.03,0.32
8.9,0.32,17,131,0.9956,3.13,0.33999999999999997
6.5,0.44,16,169,0.9957,3.11,0.37
7,0.14,22,118,0.9954,3.36,0.36
9,0.17,46,131,0.993,3.09,0.51
6.4,0.26,37,161,0.9954,3.38,0.53
9,0.22,52,195,0.9987,3.3099999999999996,0.44
8.9,0.32,17,131,0.9956,3.13,0.33999999999999997
8.2,0.2,14,108,0.9928,3.19,0.35
7.8,0.15000000000000002,21,98,0.9951,2.94,0.31
6.9,0.25,6,121,0.993,3.23,0.7
8.2,0.2,14,108,0.9928,3.19,0.35
7.1,0.28,28,111,0.9926,3.4099999999999997,0.58
7.4,0.19,15,110,0.9938,3.2,0.38
8.3,0.25,50,228,1.0001,3.03,0.52
7.5,0.14,21,126,0.9933,3.2600000000000002,0.45
7.8,0.49,29,149,0.9952,3.21,0.32999999999999996
8.1,0.12000000000000001,43,160,0.9934,3.13,0.48000000000000004
7.6,0.47000000000000003,42,220,0.9988,2.96,0.51
7.9,0.22,26,105,0.993,3.1,0.39
7.8,0.49,29,149,0.9952,3.21,0.32999999999999996
6.4,0.22,42,151,0.9948,3.27,0.52
7.3,0.19,50,134,0.9998,3.42,0.36
8.1,0.3,50,144,0.9971,3.09,0.5700000000000001
7.3,0.19,50,134,0.9998,3.42,0.36
7.5,0.24000000000000002,50,149,0.9962,3.17,0.59
6.4,0.22,42,151,0.9948,3.27,0.52
7.8,0.21000000000000002,20,99,0.99,3.05,0.28
7.1,0.3,31,100,0.9942,3.4,0.59
6.9,0.26,39,166,0.9964999999999999,3.65,0.52
7.6,0.31,27,131,0.9912,3.08,0.6699999999999999
6.4,0.42000000000000004,48,209,0.9978,3.12,0.58
8.2,0.29000000000000004,29,118,0.9928,3.24,0.36
6.6,0.46,19,184,0.9956,3.11,0.38
7.8,0.28,27,142,0.9936,3.09,0.59
5.8,0.15000000000000002,21,98,0.9929,3.19,0.48000000000000004
7.8,0.4,34,162,0.9966,3.2600000000000002,0.58
6.6,0.31,52,220,0.9964,3.12,0.45
6.6,0.325,53,217,0.996,3.16,0.4
6.6,0.27,62,217,0.9959,3.17,0.45
6.7,0.26,54,191,0.9954,3.23,0.4
6.7,0.21000000000000002,30,114,0.9914,2.92,0.42000000000000004
8.1,0.28,32,177,1.0004,3.27,0.58
6.5,0.13,48,114,0.9911,3.4099999999999997,0.51
7.8,0.445,8,84,0.9938,3.25,0.43000000000000005
8.8,0.39,33,128,0.9927,2.9499999999999997,0.51
7.9,0.18,20,72,0.9922,3.12,0.38
7.1,0.31,10,124,0.9924,3.14,0.44
7.8,0.24000000000000002,33,160,0.9963,3.2,0.56
7,0.35,27,87,0.9936,3.4,0.42000000000000004
6.6,0.26,41,168,0.9951,3.2,0.38
6.6,0.27,35,163,0.9951,3.2,0.38
6.8,0.22,82,188,0.9954999999999999,3.3,0.44
6.2,0.27,65,224,0.9961,3.17,0.47000000000000003
7,0.35,27,87,0.9936,3.4,0.42000000000000004
7.3,0.23,60,156,0.992,3.11,0.35
6.2,0.3,42,170,0.9944,3.36,0.45
6.4,0.35,18,117,0.9944,3.3299999999999996,0.43000000000000005
7.6,0.32,44,197,1.0008,3.22,0.55
6.3,0.31,49,212,0.9962,3.74,0.55
7.2,0.25,55,205,0.9986,3.12,0.38
7.2,0.25,55,205,0.9986,3.12,0.38
7.3,0.26,41.5,195,1,3.06,0.44
7.2,0.25,55,205,0.9986,3.12,0.38
7.4,0.26,42,147,0.9982,3.46,0.72
7.3,0.26,41.5,195,1,3.06,0.44
7.1,0.16,28,123,0.9914999999999999,3.27,0.55
9,0.43000000000000005,7,175,0.9951,3.11,0.45
7.2,0.25,55,205,0.9986,3.12,0.38
7,0.24000000000000002,41,213,0.9927,3.2800000000000002,0.49
6.7,0.265,54,198,0.9954999999999999,3.25,0.41000000000000003
7.7,0.12000000000000001,47,150,0.9952,3.3699999999999997,0.42000000000000004
7.2,0.21000000000000002,35,132,0.9928,3.25,0.4
8.5,0.32,47,190,0.9982,3.08,0.31
6.9,0.18,39,190,0.9914,3.32,0.37
7,0.24000000000000002,41,213,0.9927,3.2800000000000002,0.49
6.3,0.26,35,175,0.9918,3.38,0.43000000000000005
6.7,0.26,25,121,0.9944,3.44,0.61
7.9,0.29000000000000004,43,208,0.9969,3.14,0.46
6.5,0.27,6,114,0.9954999999999999,3.25,0.35
6.7,0.32999999999999996,27,151,0.9954,3.16,0.44
6.7,0.31,25,148,0.9954999999999999,3.16,0.45
6.6,0.25,32,127,0.9921,3.4099999999999997,0.47000000000000003
6.4,0.24000000000000002,38,157,0.9934,3.4099999999999997,0.55
6.8,0.26,48,179,0.9998,3.4499999999999997,0.4
7,0.61,25,161,0.9946,3.36,0.6
6.8,0.22,50,180,0.9984,3.44,0.39
8.1,0.31,10,67,0.9924,3.08,0.47000000000000003
7,0.2,31,120,0.9939,3.24,0.51
7.9,0.18,25,178,0.995,3.22,0.51
6.6,0.33999999999999997,23,136,0.9957,3.3,0.49
6.8,0.3,35,116,0.9953,3.07,0.48000000000000004
6.5,0.18,43,148,0.9912,3.32,0.59
7,0.21000000000000002,29,108,0.9939,3.2600000000000002,0.5
6.8,0.27,19,142,0.9921,3.1,0.43000000000000005
9.3,0.2,28,178,0.9954,3.16,0.43000000000000005
5.8,0.23,24,69,0.9933,3.38,0.31
7.6,0.2,30,180,0.9941,3.46,0.44
8.2,0.15000000000000002,24,190,0.995,3.5,0.45
7.5,0.4,33,148,0.9977,3.24,0.38
6.5,0.18,43,148,0.9912,3.32,0.59
7,0.13,31,122,0.9944999999999999,3.4699999999999998,0.42000000000000004
6.9,0.17,55,152,0.9952,3.29,0.37
7,0.3,28,97,0.9924,3.23,0.44
7.6,0.445,68,212,0.9986,3.48,0.36
6.8,0.3,35,116,0.9953,3.07,0.48000000000000004
7.5,0.22,45,138,0.9939,3.2,0.6799999999999999
9.2,0.23,40,99,0.9929,2.94,0.3
8.7,0.33999999999999997,68,198,0.9988,3.36,0.37
6.6,0.545,48,111,0.9906,3.14,0.32
8.1,0.3,49,123,0.9914,2.9899999999999998,0.45
6.9,0.16,50,185,0.9978,3.3899999999999997,0.38
8,0.32,56,178,0.9928,3.29,0.47000000000000003
6.1,0.22,15,104,0.9948,3.14,0.42000000000000004
6.9,0.16,50,185,0.9978,3.3899999999999997,0.38
7.5,0.15000000000000002,19,101,0.9946,3.24,0.44
8.4,0.29000000000000004,4,55,0.9908,2.9099999999999997,0.32
6.6,0.37,23,150,0.9954,3.14,0.45
7.7,0.38,28,152,0.9906,3.18,0.32
6.3,0.25,47,142,0.99705,3.14,0.35
8.3,0.3,33,169,0.9982,3.23,0.51
6.6,0.22,52,136,0.9932,3.1,0.3
6.1,0.33999999999999997,46,238,0.9977,3.16,0.48000000000000004
7.5,0.22,33,87,0.994,3.14,0.42000000000000004
8.3,0.3,33,169,0.9982,3.23,0.51
8,0.27,20,102,0.9929,3.2800000000000002,0.42000000000000004
6.1,0.17,45,135,0.9924,3.2,0.43000000000000005
7.4,0.18,44,174,0.9966,3.11,0.5700000000000001
6.7,0.16,40,153,0.9921,3.38,0.51
6.1,0.255,53,197,0.9967,3.24,0.54
7.4,0.23,43,141,0.9934,3.42,0.54
6.4,0.16,33,93,0.9914,3.3099999999999996,0.43000000000000005
6.3,0.25,47,142,0.99705,3.14,0.35
6.7,0.27,54,202,0.9961,3.22,0.43000000000000005
6.9,0.29000000000000004,56,215,0.9967,3.17,0.44
9.6,0.21000000000000002,12,53,0.9926,2.8,0.46
6.6,0.62,81,224,0.99605,3.17,0.44
6.4,0.28,67,181,0.99435,3.3099999999999996,0.35
8,0.3,31,124,0.9948,3.16,0.51
6.4,0.17,20,98,0.9916,3.46,0.42000000000000004
7.3,0.21000000000000002,18,112,0.997,3.4,0.5
6.7,0.27,54,202,0.9961,3.22,0.43000000000000005
6.9,0.29000000000000004,56,215,0.9967,3.17,0.44
6.6,0.32,56,209,0.9961,3.17,0.45
7.4,0.32,50,179,0.9954999999999999,3.2800000000000002,0.69
6.6,0.37,58,144,0.9922,3.17,0.38
7.7,0.43000000000000005,33,102,0.9918,3.16,0.56
7.8,0.39,33,181,0.9954999999999999,3.04,0.42000000000000004
6.5,0.18,40,141,0.9941,3.34,0.72
7.8,0.4,32,178,0.9954999999999999,3.04,0.43000000000000005
7.8,0.39,33,181,0.9954999999999999,3.04,0.42000000000000004
6.9,0.19,33,99,0.9924,3.16,0.4
7.7,0.49,28,135,0.9973,3.24,0.4
6.6,0.25,42,163,0.999,3.56,0.47000000000000003
6.5,0.18,40,141,0.9941,3.34,0.72
6.4,0.15000000000000002,43,150,0.9922,3.42,0.69
6.4,0.15000000000000002,43,150,0.9922,3.42,0.69
8.4,0.17,47,150,0.9953,3.24,0.38
6.1,0.32,13,200,0.9944999999999999,3.4899999999999998,0.44
8.5,0.21000000000000002,73,142,0.9944999999999999,3.05,0.37
8.7,0.45,17,100,0.9957,3.27,0.5700000000000001
6.7,0.24000000000000002,54,127,0.9932,3.3299999999999996,0.46
8.5,0.21000000000000002,73,142,0.9944999999999999,3.05,0.37
7.4,0.32999999999999996,29,115,0.9913,3.07,0.52
7.2,0.26,50,158,0.9909,3.3299999999999996,0.43000000000000005
8.2,0.36,37,122,0.9939,3.16,0.33999999999999997
7.8,0.2,26,189,0.991,3.08,0.74
9.4,0.16,26,176,0.9954,3.15,0.46
6.4,0.32999999999999996,25,117,0.9943,3.36,0.5
7.8,0.22,21,153,0.993,3.2,0.53
7.4,0.35,42,187,1.0002,3.27,0.64
6.6,0.37,23,120,0.9946,3.32,0.54
